00474,2.46877e-01,1.29283e-06,4.93565e-06,6.22848e-06,-6.23269e-06,5.01303e-09,-2.49002e-08,1.988366e-08
00480,2.50002e-01,1.32236e-06,4.75653e-06,6.07889e-06,-6.08303e-06,4.82614e-09,-3.19944e-08,2.716463e-08
00486,2.53127e-01,1.35068e-06,4.54623e-06,5.89690e-06,-5.90095e-06,4.60665e-09,-3.71088e-08,3.249778e-08
00492,2.56251e-01,1.37758e-06,4.30751e-06,5.68509e-06,-5.68905e-06,4.35741e-09,-4.16096e-08,3.724750e-08
00498,2.59376e-01,1.40291e-06,4.04463e-06,5.44754e-06,-5.45141e-06,4.08283e-09,-4.54993e-08,4.140629e-08
00504,2.62501e-01,1.42653e-06,3.76049e-06,5.18702e-06,-5.19079e-06,3.78591e-09,-4.84771e-08,4.468187e-08
00510,2.65626e-01,1.44831e-06,3.46037e-06,4.90868e-06,-4.91236e-06,3.47216e-09,-5.09355e-08,4.745263e-08
00516,2.68751e-01,1.46817e-06,3.14886e-06,4.61703e-06,-4.62062e-06,3.14633e-09,-5.25074e-08,4.934950e-08
00522,2.71876e-01,1.48605e-06,2.83084e-06,4.31689e-06,-4.32038e-06,2.81351e-09,-5.32657e-08,5.043950e-08
00528,2.75001e-01,1.50193e-06,2.51119e-06,4.01312e-06,-4.01652e-06,2.47878e-09,-5.31744e-08,5.068197e-08
00534,2.78126e-01,1.51580e-06,2.19494e-06,3.71074e-06,-3.71406e-06,2.14736e-09,-5.22618e-08,5.009995e-08
00540,2.81251e-01,1.52771e-06,1.88704e-06,3.41476e-06,-3.41801e-06,1.82445e-09,-5.05268e-08,4.868681e-08
00546,2.84376e-01,1.53773e-06,1.59218e-06,3.12990e-06,-3.13309e-06,1.51490e-09,-4.80583e-08,4.652879e-08
00552,2.87501e-01,1.54593e-06,1.31515e-06,2.86108e-06,-2.86421e-06,1.22374e-09,-4.47269e-08,4.348739e-08
00558,2.90626e-01,1.55246e-06,1.06003e-06,2.61248e-06,-2.61557e-06,9.55221e-10,-4.08492e-08,3.988046e-08
00564,2.93751e-01,1.55745e-06,8.30929e-07,2.38838e-06,-2.39142e-06,7.13649e-10,-3.62200e-08,3.549414e-08
00570,2.96876e-01,1.56108e-06,6.31164e-07,2.19225e-06,-2.19525e-06,5.02481e-10,-3.12653e-08,3.075630e-08
00576,3.00001e-01,1.56355e-06,4.64252e-07,2.02780e-06,-2.03075e-06,3.25422e-10,-2.54461e-08,2.511476e-08
00582,3.03126e-01,1.56506e-06,3.32394e-07,1.89745e-06,-1.90036e-06,1.84774e-10,-1.94367e-08,1.924878e-08
00588,3.06251e-01,1.56584e-06,2.37708e-07,1.80355e-06,-1.80642e-06,8.27754e-11,-1.31315e-08,1.304674e-08
00594,3.09376e-01,1.56614e-06,1.81581e-07,1.74772e-06,-1.75056e-06,2.08939e-11,-6.63462e-09,6.613433e-09
00600,3.12501e-01,1.56618e-06,1.64822e-07,1.73100e-06,-1.73383e-06,9.37479e-16,-4.45006e-11,4.462030e-11
